2026-06-25 03:30:14,投资理财,博时基金管理有限公司,/,余额宝-2026.06.24-收益发放,不计收支,0.07,余额宝,交易成功,20260625378207683151	,	,,
2026-06-24 03:28:41,投资理财,博时基金管理有限公司,/,余额宝-2026.06.23-收益发放,不计收支,0.07,余额宝,交易成功,20260624371919611151	,	,,
2026-06-23 02:52:41,投资理财,博时基金管理有限公司,/,余额宝-2026.06.22-收益发放,不计收支,0.07,余额宝,交易成功,20260623365386764151	,	,,
2026-06-22 11:34:01,保险,国泰财产保险有限责任公司,/,2026.6月保费缴清-宠物医保-**薇,支出,18.00,中国银行储蓄卡(1895),交易成功,20260622102553010450150017525744	,202606221100300700630152156888	,,
2026-06-22 03:30:20,投资理财,博时基金管理有限公司,/,余额宝-2026.06.21-收益发放,不计收支,0.06,余额宝,交易成功,20260622359771616151	,	,,
2026-06-21 03:10:41,投资理财,博时基金管理有限公司,/,余额宝-2026.06.20-收益发放,不计收支,0.06,余额宝,交易成功,20260621353775042151	,	,,
2026-06-20 03:19:34,投资理财,博时基金管理有限公司,/,余额宝-2026.06.19-收益发放,不计收支,0.06,余额宝,交易成功,20260620348062219151	,	,,
2026-06-19 03:20:24,投资理财,博时基金管理有限公司,/,余额宝-2026.06.18-收益发放,不计收支,0.06,余额宝,交易成功,20260619342466016151	,	,,
2026-06-18 07:18:38,生活服务,tb**4,287***@qq.com,麦当劳早餐代下单【自动下单】麦满分三件套两件套吉士蛋板烧,不计收支,13.60,,交易关闭,2026061823001150151452971329	,T200P5120662284184073931	,,
2026-06-18 03:30:38,投资理财,博时基金管理有限公司,/,余额宝-2026.06.17-收益发放,不计收支,0.07,余额宝,交易成功,20260618336053056151	,	,,
2026-06-17 03:10:23,投资理财,博时基金管理有限公司,/,余额宝-2026.06.16-收益发放,不计收支,0.06,余额宝,交易成功,20260617329628263151	,	,,
2026-06-16 18:40:20,餐饮美食,栖头鸭,/,美团收银909700213742632432,支出,10.00,中国银行储蓄卡(1895),交易成功,2026061623001450151440517465	,7020180330024764010461368606643648752809331	,,
2026-06-16 18:32:06,日用百货,家家欣超市(汉邦66店),/,家家欣超市(汉邦66店),支出,45.11,中国银行储蓄卡(1895)&碰一下立减,交易成功,2026061622001450151442353748	,5212660000489000009000839842926167	,,
2026-06-16 03:12:33,投资理财,博时基金管理有限公司,/,余额宝-2026.06.15-收益发放,不计收支,0.07,余额宝,交易成功,20260616324081755151	,	,,
2026-06-15 02:58:13,投资理财,博时基金管理有限公司,/,余额宝-2026.06.14-收益发放,不计收支,0.07,余额宝,交易成功,20260615317251686151	,	,,
2026-06-14 15:57:42,充值缴费,中国移动和包官方旗舰店,cmf***@chinamobile.com,手机充值,不计收支,49.50,,交易关闭,2026061423001150151418461891	,T100P5120066052456028739	,,
2026-06-14 03:48:34,投资理财,博时基金管理有限公司,/,余额宝-2026.06.13-收益发放,不计收支,0.07,余额宝,交易成功,20260614311579749151	,	,,
2026-06-13 23:21:33,家居家装,1688平台商家,jsj***@novatus.cn,全款交易：包邮SPACEXPERT收纳箱多尺寸带滑轮大容量杂物衣物防尘储物整理箱,支出,116.90,中国银行储蓄卡(1895),支付成功,2026061323001850151418503631_11230600726061302769397794035	,T50060NP5119814306025028739	,,
2026-06-13 03:02:20,投资理财,博时基金管理有限公司,/,余额宝-2026.06.12-收益发放,不计收支,0.07,余额宝,交易成功,20260613305599140151	,	,,
2026-06-13 01:10:51,宠物,百宠**店,180***@163.com,百宠岛猫抓板耐磨不掉屑立式墙贴防猫抓沙发保护粘贴式猫抓垫玩具,支出,15.21,中国银行储蓄卡(1895),交易成功,2026061323001150151411184100	,T200P5120015545883028739	,,
2026-06-12 03:11:15,投资理财,博时基金管理有限公司,/,余额宝-2026.06.11-收益发放,不计收支,0.07,余额宝,交易成功,20260612396962956151	,	,,
2026-06-11 18:55:35,文化休闲,百度,zfp***@baidu.com,百度网盘超级会员(1个月-自动续费),支出,18.00,中国银行储蓄卡(1895),交易成功,2026061123001450151458791752	,5220231031024	,,
2026-06-11 03:30:12,投资理财,博时基金管理有限公司,/,余额宝-2026.06.10-收益发放,不计收支,0.07,余额宝,交易成功,20260611393700616151	,	,,
2026-06-10 21:39:38,家居家装,1688平台商家,178******27,全款交易：可调节窗帘杆架子托架万能罗马杆固定架侧顶装晾衣杆支架配件批发,支出,11.60,中国银行储蓄卡(1895),支付成功,2026061023001850151455818054_11210600726061001805646794035	,T50060NP5119714656188037921	,,
2026-06-10 16:34:33,其他,1688平台商家,yue***@163.com,全款交易：胡桃色盘抓手平提餐盘日式竹木制托盘长方形干泡精致茶托盘,支出,8.00,中国银行储蓄卡(1895),支付成功,2026061023001850151447617708_11160600726061043621498794035	,T50060NP5119767397013028739	,,
2026-06-10 16:21:41,其他,1688平台商家,225***@qq.com,全款交易：拼豆材料包全套拼豆融合豆工具2.6mm立体mard拼豆盒装diy工具套装,支出,23.01,中国银行储蓄卡(1895),支付成功,2026061023001850151449813364_11160600726061098080590794035	,T50060NP5119232223577028739	,,
2026-06-10 08:50:51,日用百货,浙江天猫技术有限公司,p-s***@service.taobao.com,88VIP生活卡年卡,支出,88.00,中国银行储蓄卡(1895),交易成功,2026061022001450151444730744	,11080600726061076213057794035	,,
2026-06-10 02:22:25,投资理财,博时基金管理有限公司,/,余额宝-2026.06.09-收益发放,不计收支,0.07,余额宝,交易成功,20260610387129627151	,	,,
2026-06-09 09:32:52,信用借还,花呗,/,花呗自动还款-2026年06月账单,不计收支,3.60,中国银行储蓄卡(1895),还款成功,2026060929020999150109725375	,	,,
2026-06-09 03:14:44,投资理财,博时基金管理有限公司,/,余额宝-2026.06.08-收益发放,不计收支,0.07,余额宝,交易成功,20260609381481278151	,	,,
2026-06-08 11:11:07,家居家装,1688平台商家,130******66,全款交易：现代简约轻奢高级感高档秋冬沙发巾沙发套罩沙发垫防猫抓沙发盖布,支出,159.00,中国银行储蓄卡(1895),支付成功,2026060823001850151427879922_11110600726060803304615794035	,T50060NP5119417117610028739	,,
2026-06-08 10:08:15,信用借还,1688先采后付,/,1688增值服务-化身孤岛的鲸422的先采后付账单付款-2026年6月账单,支出,13.66,中国银行储蓄卡(1895)&余额宝,交易成功,20260608629566431505	,202606080125100000001500328441053	,,
2026-06-08 03:10:14,投资理财,博时基金管理有限公司,/,余额宝-2026.06.07-收益发放,不计收支,0.07,余额宝,交易成功,20260608374862963151	,	,,
2026-06-07 18:28:59,餐饮美食,栖头鸭,/,美团收银909700213428019769,支出,16.00,中国银行储蓄卡(1895),交易成功,2026060722001450151425007642	,2120180330024764010461368606624443546609331	,,
2026-06-07 03:47:34,投资理财,博时基金管理有限公司,/,余额宝-2026.06.06-收益发放,不计收支,0.07,余额宝,交易成功,20260607368955470151	,	,,
2026-06-06 03:37:37,投资理财,博时基金管理有限公司,/,余额宝-2026.06.05-收益发放,不计收支,0.07,余额宝,交易成功,20260606362708385151	,	,,
2026-06-05 03:30:29,投资理财,博时基金管理有限公司,/,余额宝-2026.06.04-收益发放,不计收支,0.07,余额宝,交易成功,20260605356268716151	,	,,
2026-06-04 02:29:17,投资理财,博时基金管理有限公司,/,余额宝-2026.06.03-收益发放,不计收支,0.07,余额宝,交易成功,20260604347623088151	,	,,
2026-06-03 21:23:36,家居家装,房屋**店,fwy***@163.com,立邦木器修补膏木门家具专用补坑破损修补漆木地板修复神器补漆笔,支出,36.80,中国银行储蓄卡(1895),交易成功,2026060323001150151458537439	,T200P5119123141786201142	,,
2026-06-03 21:16:34,退款,鑫家**店,xin***@163.com,退款-木地板黑印清洁剂实木复合地板去黑缝强力去污翻新清洗剂泡泡慕斯,不计收支,26.80,中国银行储蓄卡(1895),退款成功,2026052523001150151436704299_5117038419856028739_392531436637794035	,T200P5117038419856028739	,,
2026-06-03 15:07:29,充值缴费,福州好方便信息科技有限公司,z97***@service.aliyun.com,重庆移动话费50元,支出,49.70,中国银行储蓄卡(1895)&现金抵价券,交易成功,2026060323001450151451100549	,2026060300003100001578532186	,,
2026-06-03 11:27:00,日用百货,双妞**店,815***@qq.com,马桶垫2026新款防水EVA马桶坐垫四季通用家用免洗坐便器套座圈垫,支出,9.80,中国银行储蓄卡(1895),交易成功,2026060323001150151454006714	,T200P5118979572243028739	,,
2026-06-03 02:55:46,投资理财,博时基金管理有限公司,/,余额宝-2026.06.02-收益发放,不计收支,0.07,余额宝,交易成功,20260603336206434151	,	,,
2026-06-02 03:10:23,投资理财,博时基金管理有限公司,/,余额宝-2026.06.01-收益发放,不计收支,0.07,余额宝,交易成功,20260602331545062151	,	,,
2026-06-01 21:30:12,餐饮美食,东莞市厚街慢酵烘焙食品店,/,东莞市厚街慢酵烘焙食品店（个体工商户）,支出,23.11,中国银行储蓄卡(1895)&碰一下立减,交易成功,2026060123001450151444187579	,8812660000481800007895081254116908	,,
2026-06-01 03:20:26,投资理财,博时基金管理有限公司,/,余额宝-2026.05.31-收益发放,不计收支,0.07,余额宝,交易成功,20260601325002928151	,	,,
